millis,iso_utc,display_altitude_ft,raw_altitude_ft,vario_mps,temp_f,humidity_pct,gps_fix,latitude,longitude,gps_altitude_m,gps_speed_kmph,gps_sats_used,gps_sats_seen,gps_hdop,battery_voltage,battery_percent,pitch_deg,roll_deg,heading_deg,g_force
3266523,2026-07-06T12:41:16Z,4618.96,5801.88,1.48,96.6,40.9,1,46.976821,8.256094,1904.00,13.56,12,6,0.86,3.94,74,34.2,-17.1,0.99
3271565,2026-07-06T12:41:21Z,4644.93,5828.19,1.71,96.6,41.0,1,46.976808,8.255917,1911.90,13.32,12,6,1.42,3.96,76,30.5,-14.6,1.03
3276597,2026-07-06T12:41:26Z,4667.52,5850.19,1.07,96.6,41.0,1,46.976789,8.255742,1922.10,10.69,7,7,2.29,3.97,77,28.5,-14.6,0.96
3281615,2026-07-06T12:41:31Z,4690.41,5873.84,1.56,96.6,41.0,1,46.976879,8.255593,1918.50,10.69,0,10,99.99,3.93,73,31.9,-15.0,0.95
3286633,2026-07-06T12:41:36Z,4711.19,5893.72,1.04,96.7,40.9,1,46.976879,8.255593,1918.50,10.69,0,12,99.99,3.95,75,30.0,-16.3,1.03
3291653,2026-07-06T12:41:41Z,4729.82,5913.19,1.13,96.7,40.9,1,46.976879,8.255593,1918.50,10.69,0,13,99.99,3.95,75,31.2,-15.5,0.99
3296671,2026-07-06T12:41:46Z,4755.96,5939.46,1.55,96.6,40.9,1,46.976879,8.255593,1918.50,10.69,0,14,99.99,3.95,75,30.2,-16.8,0.91
3301683,2026-07-06T12:41:51Z,4775.48,5958.41,1.27,96.7,40.9,1,46.977437,8.255378,1918.70,17.37,6,10,6.85,3.95,75,29.4,-16.4,1.00
3306712,2026-07-06T12:41:56Z,4800.86,5983.87,1.83,96.6,40.9,1,46.977606,8.255107,1929.30,14.17,10,9,1.86,3.96,76,30.6,-15.9,0.95
3311712,2026-07-06T12:42:01Z,4827.30,6010.86,1.71,96.7,40.8,1,46.977755,8.255048,1946.30,13.39,11,9,1.85,3.95,75,31.1,-15.4,1.03
3316713,2026-07-06T12:42:06Z,4853.76,6036.64,1.69,96.7,40.8,1,46.977881,8.255061,1959.50,8.87,11,9,1.85,3.96,76,30.9,-16.5,1.00
3321714,2026-07-06T12:42:11Z,4879.37,6059.04,0.91,96.7,40.8,1,46.978026,8.255126,1969.90,12.32,12,9,1.12,3.96,76,33.4,-19.2,1.10
3326751,2026-07-06T12:42:16Z,4912.92,6097.68,3.76,96.7,40.8,1,46.978171,8.255160,1984.30,11.70,11,9,1.84,3.96,76,35.0,-19.0,1.02
3331752,2026-07-06T12:42:21Z,4936.12,6118.72,1.64,96.6,40.6,1,46.978321,8.255204,1991.30,12.09,10,9,1.91,3.95,75,31.9,-15.5,1.03
3336814,2026-07-06T12:42:27Z,4965.84,6147.43,1.15,96.6,40.5,1,46.978475,8.255253,1996.20,9.85,10,9,2.69,3.96,76,30.5,-14.2,1.02
3341862,2026-07-06T12:42:32Z,4982.58,6159.94,0.43,96.7,40.5,1,46.978547,8.255297,2010.80,3.65,10,9,2.69,3.95,75,33.7,-24.0,1.01
3346873,2026-07-06T12:42:37Z,4991.52,6173.76,0.70,96.6,38.8,1,46.978614,8.255302,2019.70,4.56,11,9,1.84,3.96,76,39.9,-31.2,0.98
3351892,2026-07-06T12:42:42Z,5002.59,6184.84,0.65,96.6,38.5,1,46.978682,8.255289,2029.10,6.89,11,9,1.86,3.96,76,39.2,-30.2,1.02
3356920,2026-07-06T12:42:47Z,5013.75,6195.96,0.68,96.6,39.0,1,46.978729,8.255318,2029.80,5.54,10,9,1.86,3.95,75,34.2,-33.5,1.03
3361961,2026-07-06T12:42:52Z,5025.01,6207.37,0.71,96.6,38.1,1,46.978789,8.255276,2037.70,4.56,9,9,2.16,3.96,76,39.1,-33.6,1.00
3366961,2026-07-06T12:42:57Z,5036.26,6218.56,0.70,96.6,38.4,1,46.978860,8.255233,2045.40,4.94,11,8,2.14,3.98,78,47.0,-31.0,0.99
3371961,2026-07-06T12:43:02Z,5046.49,6228.71,0.70,96.6,38.5,1,46.978937,8.255277,2047.00,4.50,10,9,2.32,3.96,76,50.9,-22.2,1.04
3376975,2026-07-06T12:43:07Z,5053.00,6234.34,0.89,96.6,38.5,1,46.978992,8.255304,2051.90,3.00,12,8,1.34,3.94,74,55.7,-19.8,1.00
3382000,2026-07-06T12:43:12Z,5067.16,6249.31,0.50,96.7,38.5,1,46.979041,8.255385,2053.10,3.24,12,8,1.06,3.95,75,54.7,-20.1,0.98
3387036,2026-07-06T12:43:17Z,5076.59,6258.80,0.59,96.7,38.4,1,46.979083,8.255449,2056.30,4.07,12,6,1.20,3.95,75,53.3,-19.6,1.00
3392063,2026-07-06T12:43:22Z,5085.81,6268.04,0.57,96.6,38.3,1,46.979173,8.255474,2053.60,7.87,11,8,1.15,3.96,76,51.4,-17.5,0.98
3397091,2026-07-06T12:43:27Z,5094.75,6276.94,0.56,96.7,38.3,1,46.979200,8.255530,2054.90,5.85,0,9,99.99,3.96,76,49.9,-16.8,0.99
3402113,2026-07-06T12:43:32Z,5101.32,6283.06,0.26,96.6,38.3,1,46.979205,8.255545,2055.90,2.11,0,9,99.99,3.95,75,48.8,-17.8,0.99
3407139,2026-07-06T12:43:37Z,5103.90,6285.58,0.09,96.6,38.2,1,46.979475,8.256475,2054.70,45.37,4,9,20.34,3.95,75,48.6,-18.4,1.00
3412156,2026-07-06T12:43:42Z,5101.11,6283.03,-1.12,96.6,38.1,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.95,75,46.7,-54.5,1.01
3417169,2026-07-06T12:43:47Z,5104.69,6285.99,0.14,96.6,38.6,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.96,76,40.8,-56.1,1.00
3422190,2026-07-06T12:43:52Z,5105.14,6286.35,-0.04,96.6,38.8,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.95,75,40.4,-57.0,0.98
3427210,2026-07-06T12:43:57Z,5104.85,6286.42,0.01,96.6,38.9,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.94,74,38.5,-69.4,1.00
3432223,2026-07-06T12:44:02Z,5104.84,6286.62,0.24,96.6,39.0,1,46.979475,8.256475,2054.70,45.37,0,13,99.99,3.96,76,38.9,-59.1,1.00
3437245,2026-07-06T12:44:07Z,5110.51,6296.49,2.22,96.6,39.1,1,46.979475,8.256475,2054.70,45.37,0,13,99.99,3.94,74,37.3,-55.9,0.99
3442261,2026-07-06T12:44:12Z,5105.04,6286.50,-0.05,96.6,39.1,1,46.979475,8.256475,2054.70,45.37,0,10,99.99,3.96,76,39.0,-52.5,1.01
3447270,2026-07-06T12:44:17Z,5110.89,6290.41,0.91,96.6,39.2,1,46.979475,8.256475,2054.70,45.37,0,10,99.99,3.96,76,53.2,-98.7,0.92
3452291,2026-07-06T12:44:22Z,5106.01,6288.15,0.58,96.7,39.0,1,46.979475,8.256475,2054.70,45.37,0,13,99.99,3.95,75,46.9,-110.3,1.12
3457306,2026-07-06T12:44:27Z,5107.36,6291.45,0.72,96.6,39.0,1,46.979475,8.256475,2054.70,45.37,0,11,99.99,3.94,74,50.5,-122.5,0.72
3462311,2026-07-06T12:44:32Z,5109.80,6294.66,1.69,96.6,38.8,1,46.979475,8.256475,2054.70,45.37,0,11,99.99,3.94,74,44.6,-109.0,0.88
3467324,2026-07-06T12:44:37Z,5110.53,6290.78,-2.13,96.6,38.7,1,46.979475,8.256475,2054.70,45.37,0,13,99.99,3.96,76,61.7,83.3,0.93
3472330,2026-07-06T12:44:42Z,5109.83,6287.26,-0.73,96.7,38.3,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.96,76,71.4,-113.5,1.00
3477339,2026-07-06T12:44:47Z,5111.57,6293.40,0.31,96.6,38.3,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.94,74,65.9,95.6,1.12
3482347,2026-07-06T12:44:52Z,5110.84,6293.68,0.06,96.6,38.1,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.95,75,70.8,50.4,1.05
3487352,2026-07-06T12:44:57Z,5110.88,6292.60,0.14,96.6,38.0,1,46.979475,8.256475,2054.70,45.37,0,13,99.99,3.96,76,68.1,154.5,1.16
3492365,2026-07-06T12:45:02Z,5110.42,6292.03,-0.31,96.6,37.9,1,46.979475,8.256475,2054.70,45.37,0,13,99.99,3.95,75,73.6,26.3,0.91
3497374,2026-07-06T12:45:07Z,5111.47,6293.89,0.16,96.6,37.7,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.95,75,70.3,47.4,1.09
3502390,2026-07-06T12:45:12Z,5112.12,6295.40,0.07,96.6,37.7,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.96,76,67.8,126.2,0.79
3507407,2026-07-06T12:45:17Z,5112.70,6294.99,0.19,96.6,37.7,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.95,75,65.8,42.4,1.01
3512421,2026-07-06T12:45:22Z,5111.94,6291.63,-0.28,96.6,37.5,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.94,74,74.1,26.3,1.02
3517444,2026-07-06T12:45:27Z,5112.39,6292.98,-0.07,96.5,37.5,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.95,75,69.4,60.9,1.15
3522464,2026-07-06T12:45:32Z,5113.07,6294.97,0.34,96.5,37.4,1,46.979475,8.256475,2054.70,45.37,0,13,99.99,3.95,75,65.6,133.6,1.15
3527484,2026-07-06T12:45:37Z,5113.33,6296.73,0.58,96.5,37.5,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.95,75,66.5,128.1,1.04
3532502,2026-07-06T12:45:42Z,5112.71,6294.24,0.02,96.5,37.4,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.95,75,65.5,164.6,0.98
3537525,2026-07-06T12:45:47Z,5112.75,6294.32,-0.05,96.5,37.2,1,46.979475,8.256475,2054.70,45.37,0,13,99.99,3.96,76,66.2,159.6,0.98
3542546,2026-07-06T12:45:52Z,5112.54,6294.14,-0.01,96.5,37.2,1,46.979475,8.256475,2054.70,45.37,0,12,99.99,3.96,76,66.8,163.7,0.98
3547565,2026-07-06T12:45:57Z,5109.58,6286.47,-2.46,96.5,37.1,1,46.979475,8.256475,2054.70,45.37,0,11,99.99,3.94,74,67.3,-69.9,0.93
3552587,2026-07-06T12:46:02Z,5113.36,6294.22,-0.09,96.5,37.2,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.95,75,56.6,-129.0,1.19
3557606,2026-07-06T12:46:07Z,5113.32,6293.60,0.09,96.5,37.3,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.94,74,67.4,-134.1,1.47
3562625,2026-07-06T12:46:12Z,5112.37,6293.98,-0.03,96.4,37.2,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.96,76,56.6,-127.7,0.96
3567645,2026-07-06T12:46:17Z,5112.98,6294.62,0.03,96.4,37.2,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.94,74,58.4,-136.6,0.97
3572660,2026-07-06T12:46:22Z,5112.58,6295.75,-0.21,96.4,37.1,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.95,75,68.5,-124.0,1.01
3577677,2026-07-06T12:46:27Z,5114.48,6297.68,0.54,96.4,37.3,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.95,75,63.2,-136.7,1.00
3582694,2026-07-06T12:46:32Z,5112.21,6288.07,-0.84,96.5,37.1,1,46.979475,8.256475,2054.70,45.37,0,13,99.99,3.95,75,63.2,-109.7,1.57
3587711,2026-07-06T12:46:37Z,5112.87,6290.39,-0.47,96.4,37.0,1,46.979475,8.256475,2054.70,45.37,0,12,99.99,3.94,74,67.3,-127.0,1.15
3592735,2026-07-06T12:46:42Z,5112.91,6295.59,0.10,96.4,37.0,1,46.979475,8.256475,2054.70,45.37,0,13,99.99,3.94,74,66.6,-123.2,0.92
3597761,2026-07-06T12:46:48Z,5113.45,6295.41,-0.03,96.5,36.9,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.95,75,60.9,-126.8,0.90
3602776,2026-07-06T12:46:53Z,5111.93,6293.81,-0.03,96.4,37.0,1,46.979475,8.256475,2054.70,45.37,0,13,99.99,3.96,76,63.0,-128.0,0.97
3607793,2026-07-06T12:46:58Z,5111.96,6293.91,0.22,96.4,36.8,1,46.979475,8.256475,2054.70,45.37,0,13,99.99,3.95,75,65.7,-146.1,1.04
3612808,2026-07-06T12:47:03Z,5111.15,6292.60,-0.05,96.4,36.8,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.94,74,60.6,-134.0,0.99
3617824,2026-07-06T12:47:08Z,5111.56,6292.83,0.00,96.3,36.7,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.96,76,63.5,-132.5,1.03
3622845,2026-07-06T12:47:13Z,5111.92,6293.64,0.01,96.4,36.7,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.95,75,64.1,-131.4,0.97
3627862,2026-07-06T12:47:18Z,5112.05,6293.56,-0.02,96.4,36.7,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.94,74,63.4,-132.7,0.99
3632879,2026-07-06T12:47:23Z,5111.87,6293.43,0.01,96.3,36.7,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.95,75,62.8,-135.4,0.99
3637900,2026-07-06T12:47:28Z,5111.87,6293.48,0.02,96.3,36.6,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.94,74,61.6,-134.9,0.99
3642914,2026-07-06T12:47:33Z,5111.88,6294.48,0.18,96.4,36.7,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.94,74,68.9,-139.5,0.90
3647933,2026-07-06T12:47:38Z,5112.91,6294.71,0.25,96.3,36.7,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.94,74,56.1,-130.9,1.09
3652947,2026-07-06T12:47:43Z,5112.76,6295.32,0.43,96.3,36.7,1,46.979475,8.256475,2054.70,45.37,0,14,99.99,3.94,74,62.2,-121.5,0.82
3657965,2026-07-06T12:47:48Z,5113.04,6294.72,0.24,96.3,36.7,1,46.979680,8.254619,2054.50,3.63,7,9,1.76,3.95,75,61.8,-142.3,1.06
3662989,2026-07-06T12:47:53Z,5112.79,6295.21,0.17,96.3,36.6,1,46.979516,8.254517,2075.60,3.02,12,7,1.33,3.94,74,71.0,-154.7,0.96
3667991,2026-07-06T12:47:58Z,5113.20,6294.95,-0.04,96.3,36.6,1,46.979523,8.254488,2073.20,1.50,12,7,0.88,3.94,74,60.4,-123.5,0.92
3672991,2026-07-06T12:48:03Z,5112.59,6294.18,-0.03,96.3,36.5,1,46.979524,8.254466,2072.30,0.43,12,7,0.87,3.95,75,62.1,-129.4,0.98
3678017,2026-07-06T12:48:08Z,5112.77,6294.32,0.09,96.2,36.5,1,46.979523,8.254462,2071.50,0.17,12,5,0.80,3.96,76,62.9,-133.8,1.02
3683039,2026-07-06T12:48:13Z,5113.35,6294.95,0.06,96.3,36.5,1,46.979519,8.254460,2070.80,0.31,12,4,0.79,3.96,76,57.7,-115.7,1.04
3688075,2026-07-06T12:48:18Z,5113.00,6294.58,0.02,96.2,36.5,1,46.979521,8.254459,2070.30,0.30,12,5,0.93,3.95,75,58.8,-133.8,0.99
3693110,2026-07-06T12:48:23Z,5112.90,6294.47,-0.07,96.3,36.2,1,46.979523,8.254454,2070.30,0.33,12,4,1.03,3.95,75,62.6,-140.0,0.98
3698143,2026-07-06T12:48:28Z,5112.23,6296.32,0.92,96.2,36.1,1,46.979524,8.254450,2070.00,0.37,12,4,0.90,3.96,76,67.2,-95.0,1.01
3703169,2026-07-06T12:48:33Z,5112.88,6294.52,-0.05,96.2,36.1,1,46.979525,8.254444,2069.70,0.50,12,4,0.83,3.95,75,68.1,-94.2,0.99
3708186,2026-07-06T12:48:38Z,5112.27,6292.82,-0.53,96.2,36.5,1,46.979530,8.254434,2069.30,0.74,12,4,0.85,3.94,74,43.7,-119.4,0.94
3713217,2026-07-06T12:48:43Z,5108.79,6287.89,-0.42,96.2,36.4,1,46.979526,8.254428,2068.70,0.35,12,4,0.97,3.95,75,48.8,0.1,1.01
3718241,2026-07-06T12:48:48Z,5112.95,6295.07,0.22,96.2,36.2,1,46.979524,8.254427,2068.40,0.41,12,4,0.82,3.96,76,43.5,1.3,1.00
3723274,2026-07-06T12:48:53Z,5113.09,6294.26,-0.29,96.2,36.3,1,46.979525,8.254425,2068.00,0.19,12,4,0.99,3.95,75,46.6,3.0,1.02
3728298,2026-07-06T12:48:58Z,5108.87,6291.39,-1.22,96.2,36.5,1,46.979525,8.254423,2067.50,0.31,12,5,0.97,3.95,75,42.2,10.1,1.05
3733321,2026-07-06T12:49:03Z,5110.14,6289.04,-1.25,96.1,36.7,1,46.979527,8.254423,2066.60,0.15,12,5,0.79,3.95,75,37.9,18.4,1.49
3738350,2026-07-06T12:49:08Z,5113.35,6295.01,-0.10,96.2,36.2,1,46.979527,8.254423,2066.30,0.28,12,5,0.85,3.95,75,43.7,7.1,0.99
3743385,2026-07-06T12:49:13Z,5112.37,6301.12,1.70,96.1,35.8,1,46.979527,8.254423,2065.90,1.11,12,6,0.79,3.95,75,43.8,15.1,0.99
3748418,2026-07-06T12:49:18Z,5113.78,6296.01,0.08,96.1,36.8,1,46.979527,8.254423,2065.20,0.31,12,4,0.82,3.96,76,61.5,42.9,1.14
3753442,2026-07-06T12:49:23Z,5115.28,6297.68,0.22,96.1,35.3,1,46.979525,8.254421,2065.50,0.50,12,3,0.82,3.97,77,55.1,41.6,1.00
3758462,2026-07-06T12:49:28Z,5114.85,6296.15,-0.12,96.1,34.1,1,46.979524,8.254421,2065.60,0.22,12,10,0.82,3.95,75,64.1,49.3,0.93
3763481,2026-07-06T12:49:33Z,5115.85,6297.85,0.13,95.9,28.6,1,46.979523,8.254417,2065.60,0.93,12,12,0.83,3.95,75,14.0,57.5,1.03
3768502,2026-07-06T12:49:38Z,5115.58,6296.86,-0.05,95.5,25.8,1,46.979522,8.254416,2065.10,0.26,12,3,0.81,3.95,75,-1.0,2.7,1.01
3773535,2026-07-06T12:49:43Z,5114.82,6296.35,-0.12,95.6,25.9,1,46.979523,8.254414,2065.10,0.28,12,3,0.79,3.96,76,-0.5,-9.9,0.99
3778562,2026-07-06T12:49:48Z,5115.67,6297.40,0.12,95.0,26.7,1,46.979523,8.254414,2065.00,0.98,12,3,0.81,3.94,74,5.8,5.0,0.99
3783594,2026-07-06T12:49:53Z,5114.69,6296.49,-0.02,95.1,25.4,1,46.979528,8.254419,2064.30,0.56,12,4,0.81,3.94,74,-17.0,-61.0,0.92
3788619,2026-07-06T12:49:58Z,5114.63,6296.38,0.13,94.9,27.5,1,46.979526,8.254415,2064.00,0.41,12,4,0.88,3.96,76,14.2,-89.2,0.84
3793648,2026-07-06T12:50:03Z,5119.94,6301.07,-0.11,94.9,28.7,1,46.979529,8.254421,2064.80,1.65,12,5,0.81,3.94,74,-8.1,-106.7,1.24
3798673,2026-07-06T12:50:08Z,5113.72,6283.66,-1.19,94.9,29.3,1,46.979532,8.254411,2065.00,0.31,12,5,0.79,3.94,74,-23.0,-105.5,2.21
3803694,2026-07-06T12:50:13Z,5116.17,6297.49,-0.34,95.0,30.3,1,46.979533,8.254413,2065.40,0.35,12,5,0.79,3.94,74,-29.7,-105.2,1.02
3808718,2026-07-06T12:50:18Z,5115.15,6296.67,-0.01,95.0,30.9,1,46.979531,8.254410,2065.40,0.59,12,5,0.79,3.95,75,-22.3,-102.8,0.99
3813759,2026-07-06T12:50:23Z,5114.67,6296.35,0.03,94.9,31.4,1,46.979532,8.254408,2065.50,0.33,12,7,0.81,3.94,74,-21.8,-101.8,1.00
3818774,2026-07-06T12:50:29Z,5114.17,6295.85,0.06,94.8,31.7,1,46.979532,8.254408,2065.60,0.26,12,4,0.82,3.96,76,-21.7,-101.9,0.98
3823800,2026-07-06T12:50:34Z,5114.22,6295.64,-0.11,94.9,31.9,1,46.979532,8.254408,2065.70,0.28,12,4,0.79,3.95,75,-23.2,-102.2,1.02
3828825,2026-07-06T12:50:39Z,5114.11,6295.70,-0.05,94.9,32.1,1,46.979533,8.254407,2066.00,0.17,12,4,0.71,3.95,75,-23.0,-99.5,0.99
3833852,2026-07-06T12:50:44Z,5113.20,6295.37,-0.13,94.8,32.0,1,46.979535,8.254405,2066.10,0.11,12,4,0.75,3.98,78,-18.9,-90.7,1.02
3838876,2026-07-06T12:50:49Z,5114.25,6295.82,0.02,94.8,32.0,1,46.979536,8.254407,2066.40,0.94,12,4,0.78,3.94,74,-26.6,-97.0,0.99
3843904,2026-07-06T12:50:54Z,5112.52,6293.05,-0.52,94.8,32.0,1,46.979537,8.254405,2066.30,0.63,12,4,0.71,3.94,74,-26.5,-89.9,1.03
3848930,2026-07-06T12:50:59Z,5114.06,6295.55,-0.03,94.8,32.2,1,46.979538,8.254403,2066.30,0.26,12,4,0.73,3.94,74,-27.0,-65.3,1.02
3853960,2026-07-06T12:51:04Z,5113.42,6294.40,-0.15,94.8,32.3,1,46.979537,8.254403,2066.20,0.48,12,6,0.79,3.94,74,-22.3,-70.4,1.05
3858984,2026-07-06T12:51:09Z,5113.33,6294.87,-0.01,94.8,32.2,1,46.979537,8.254402,2066.20,0.30,12,5,0.69,3.95,75,-24.6,-69.2,0.99
3864011,2026-07-06T12:51:14Z,5113.17,6294.65,-0.04,94.8,32.2,1,46.979538,8.254400,2066.30,0.09,12,5,0.69,3.95,75,-22.3,-69.1,1.03
3869032,2026-07-06T12:51:19Z,5114.20,6296.30,0.16,94.8,32.2,1,46.979539,8.254400,2066.40,0.28,12,4,0.73,3.94,74,-21.4,-68.1,0.99
3874061,2026-07-06T12:51:24Z,5117.06,6299.62,1.12,94.8,32.2,1,46.979540,8.254400,2066.60,1.48,12,4,0.75,3.96,76,-31.5,-84.9,1.09
3879085,2026-07-06T12:51:29Z,5121.67,6302.72,2.73,94.7,32.1,1,46.979541,8.254376,2066.80,3.72,12,3,0.69,3.96,76,-22.0,-82.7,1.37
3884107,2026-07-06T12:51:34Z,5115.32,6294.68,-0.28,94.8,32.0,1,46.979563,8.254316,2066.70,4.44,12,3,0.72,3.94,74,-31.8,-92.5,1.54
3889130,2026-07-06T12:51:39Z,5115.26,6294.89,0.21,94.7,32.1,1,46.979589,8.254311,2067.20,3.48,12,3,0.71,3.94,74,-24.6,-84.3,1.57
3894147,2026-07-06T12:51:44Z,5116.36,6293.87,-0.63,94.7,32.0,1,46.979591,8.254349,2068.30,1.87,12,3,0.73,3.94,74,-29.2,-86.2,1.28
3899176,2026-07-06T12:51:49Z,5118.44,6301.50,0.01,94.7,31.9,1,46.979600,8.254392,2069.10,3.24,12,5,0.71,3.98,78,-30.4,-80.3,0.62
3904196,2026-07-06T12:51:54Z,5121.06,6302.18,-0.26,94.8,31.7,1,46.979607,8.254441,2070.20,2.57,12,4,0.70,3.94,74,-26.0,-76.2,0.74
3909227,2026-07-06T12:51:59Z,5123.83,6305.65,0.27,94.7,32.1,1,46.979612,8.254482,2071.10,2.43,12,4,0.67,3.94,74,-18.1,-87.6,1.05
3914248,2026-07-06T12:52:04Z,5125.42,6307.51,-0.51,94.7,32.1,1,46.979623,8.254525,2071.40,2.37,12,4,0.68,3.95,75,-29.7,-87.0,0.98
3919279,2026-07-06T12:52:09Z,5127.00,6307.98,0.14,94.7,32.5,1,46.979619,8.254580,2071.60,3.85,12,4,0.67,3.95,75,-30.0,-97.9,1.35
3924299,2026-07-06T12:52:14Z,5126.33,6308.48,0.02,94.7,32.7,1,46.979619,8.254620,2072.70,2.57,12,4,0.69,3.94,74,-19.2,-93.4,0.98
3929324,2026-07-06T12:52:19Z,5126.05,6307.78,0.09,94.7,32.7,1,46.979629,8.254658,2075.30,1.70,12,4,0.66,3.96,76,-30.9,-98.7,1.17
3934345,2026-07-06T12:52:24Z,5125.86,6307.70,0.07,94.7,32.8,1,46.979643,8.254700,2076.10,2.85,12,4,0.73,3.95,75,-20.3,-98.5,0.99
3939368,2026-07-06T12:52:29Z,5125.77,6307.43,0.05,94.7,33.0,1,46.979647,8.254703,2075.50,0.13,12,3,0.66,3.96,76,-28.8,-98.5,1.00
3944391,2026-07-06T12:52:34Z,5126.01,6307.98,0.05,94.7,33.1,1,46.979647,8.254708,2075.00,0.39,12,3,0.66,3.96,76,-23.4,-94.7,0.88
3949417,2026-07-06T12:52:39Z,5126.46,6308.04,-0.01,94.7,33.2,1,46.979649,8.254710,2074.40,0.15,12,11,0.66,3.95,75,-28.6,-94.3,1.00
3954445,2026-07-06T12:52:44Z,5126.81,6308.65,0.58,94.8,33.3,1,46.979651,8.254711,2074.20,0.50,12,6,0.67,3.96,76,-23.1,-72.0,1.01
3959470,2026-07-06T12:52:49Z,5129.15,6311.95,1.14,94.8,33.3,1,46.979654,8.254715,2073.60,0.35,12,11,0.72,3.94,74,-28.1,-79.6,1.02
3964487,2026-07-06T12:52:54Z,5126.11,6307.96,0.11,94.7,33.2,1,46.979657,8.254712,2073.10,0.22,12,3,0.66,3.94,74,-30.1,-91.5,1.00
3969510,2026-07-06T12:52:59Z,5127.08,6308.55,0.01,94.8,33.2,1,46.979657,8.254714,2072.90,0.78,12,3,0.66,3.94,74,-24.8,-92.9,1.04
3974537,2026-07-06T12:53:04Z,5127.09,6308.39,0.03,94.8,33.2,1,46.979655,8.254707,2072.90,1.83,12,3,0.66,3.94,74,-23.9,-95.3,0.97
3979560,2026-07-06T12:53:09Z,5126.47,6308.05,-0.03,94.7,33.2,1,46.979657,8.254708,2072.90,0.24,12,3,0.66,3.94,74,-30.9,-96.4,1.00
3984583,2026-07-06T12:53:14Z,5126.13,6307.70,-0.01,94.8,33.2,1,46.979655,8.254710,2072.90,0.06,12,2,0.66,3.94,74,-29.2,-101.3,1.00
3989618,2026-07-06T12:53:19Z,5125.59,6307.19,-0.02,94.8,33.2,1,46.979653,8.254710,2072.70,0.15,12,2,0.75,3.96,76,-29.6,-99.0,1.01
3994639,2026-07-06T12:53:24Z,5125.41,6306.96,-0.05,94.8,33.2,1,46.979652,8.254706,2072.70,0.31,12,2,0.68,3.95,75,-30.2,-95.6,1.00
3999673,2026-07-06T12:53:29Z,5124.88,6306.42,-0.05,94.8,33.2,1,46.979653,8.254703,2072.30,0.30,12,3,0.67,3.94,74,-31.1,-97.4,1.00
4004709,2026-07-06T12:53:34Z,5124.83,6306.44,0.02,94.8,33.2,1,46.979653,8.254702,2072.20,0.31,12,3,0.66,3.94,74,-30.3,-97.0,1.00
4009734,2026-07-06T12:53:39Z,5124.70,6306.29,0.00,94.8,33.2,1,46.979652,8.254700,2072.30,0.15,12,3,0.66,3.94,74,-30.8,-97.9,1.00
4014759,2026-07-06T12:53:44Z,5124.36,6305.78,-0.09,94.8,33.3,1,46.979651,8.254699,2072.50,0.31,12,4,0.65,3.94,74,-30.5,-97.4,0.98
4019783,2026-07-06T12:53:50Z,5123.38,6305.05,0.03,94.8,33.3,1,46.979650,8.254699,2072.60,0.15,12,3,0.66,3.94,74,-30.7,-98.0,1.00
4024806,2026-07-06T12:53:55Z,5124.74,6306.42,0.09,94.8,33.3,1,46.979649,8.254699,2072.70,0.06,12,3,0.66,3.98,78,-30.2,-98.0,1.01
4029828,2026-07-06T12:54:00Z,5125.04,6306.43,-0.11,94.8,33.3,1,46.979652,8.254708,2072.70,1.94,12,12,0.66,3.94,74,-23.5,-97.6,0.95
4034858,2026-07-06T12:54:05Z,5126.03,6307.93,0.25,94.8,33.3,1,46.979654,8.254703,2072.50,0.17,12,3,0.65,3.94,74,-28.6,-85.2,1.00
